id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
4828,Northcote,h,PI,McGrath,5.5,3070,2,1,1,-37.7651,145.0027,475
4829,Northcote,u,S,Love,5.5,3070,2,1,2,-37.7828,145.0096,475
4830,Northcote,u,SP,McGrath,5.5,3070,1,1,0,-37.7827,144.9999,475
4831,Northcote,h,S,Nelson,5.5,3070,3,1,1,-37.7652,145.0123,475
4832,Northcote,t,S,Love,5.5,3070,3,1,2,-37.7825,145.0104,475
4833,Northcote,h,S,Nelson,5.5,3070,5,2,1,-37.7707,144.9924,475
4834,Northcote,u,S,Harcourts,5.5,3070,1,1,1,-37.7783,144.9954,475
4835,Northcote,h,S,hockingstuart,5.5,3070,2,1,1,-37.7663,145.0009,475
4836,Northcote,h,S,hockingstuart,5.5,3070,4,3,3,-37.7726,145.0048,475
4837,Northcote,h,S,Jellis,5.5,3070,2,1,0,-37.7784,145.0042,475
4838,Northcote,h,SP,Nelson,5.5,3070,3,1,0,-37.7756,144.9891,475
4839,Northcote,h,S,Nelson,5.5,3070,3,1,1,-37.771,144.9974,475
4840,Northcote,h,SP,hockingstuart,5.5,3070,3,1,1,-37.7752,145.0032,475
4841,Northcote,h,SP,hockingstuart,5.5,3070,2,1,1,-37.7667,144.9909,475
4842,Northcote,h,S,Nelson,5.5,3070,2,1,1,-37.7638,144.9933,475
4843,Northcote,h,S,Barry,5.5,3070,2,1,1,-37.7642,144.9963,475
4844,Northcote,t,S,Nelson,5.5,3070,3,2,2,-37.7763,144.9967,475
4845,Northcote,h,S,Nelson,5.5,3070,3,1,1,-37.7745,145.0045,475
4846,Northcote,u,SP,Jellis,5.5,3070,3,1,2,-37.7648,145.0098,475
4847,Northcote,t,SP,Nelson,5.5,3070,2,1,1,-37.7711,145.013,475
4848,Northcote,u,PI,Barry,5.5,3070,2,1,1,-37.7715,145.0075,475
4849,Northcote,h,SP,McGrath,5.5,3070,3,1,2,-37.7822,144.9935,475
4850,Northcote,h,S,Barry,5.5,3070,2,1,3,-37.7666,145.0132,475
4851,Northcote,h,S,Harrington,5.5,3070,3,1,1,-37.7799,144.9937,475
4852,Northcote,u,S,Chambers,5.5,3070,1,1,1,-37.7827,144.9999,475
4853,Northcote,h,S,Jellis,5.5,3070,3,1,0,-37.7642,145.001,475
4854,Northcote,h,S,hockingstuart,5.5,3070,2,1,2,-37.7653,145.0014,475
4855,Northcote,u,VB,Nelson,5.5,3070,2,1,1,-37.7641,144.9958,475
4856,Northcote,h,S,Nelson,5.5,3070,2,2,2,-37.7673,145.0081,475
4857,Northcote,h,S,Ray,5.5,3070,2,1,2,-37.7644,145.004,475
4858,Northcote,h,SP,Barry,5.5,3070,3,1,2,-37.764,144.9976,475
4859,Northcote,h,S,Jellis,5.5,3070,2,1,1,-37.777,144.9922,475
4860,Northcote,u,S,Nelson,5.5,3070,2,1,1,-37.7668,145.0063,475
4861,Northcote,h,VB,Nelson,5.5,3070,3,1,1,-37.7663,145.0118,475
4862,Northcote,h,S,Barry,5.5,3070,2,1,2,-37.774,145.0081,475
4863,Northcote,h,S,Nelson,5.5,3070,5,3,1,-37.7701,144.9886,475
4864,Northcote,h,S,Jellis,5.5,3070,3,2,1,-37.7757,145.0119,475
4865,Northcote,u,VB,Nelson,5.5,3070,1,1,1,-37.7831,145.0124,475
4866,Northcote,h,S,hockingstuart,5.5,3070,3,1,1,-37.7662,144.9889,475
4867,Northcote,h,S,hockingstuart,5.5,3070,4,2,1,-37.7762,145.0027,475
4868,Northcote,h,SP,hockingstuart,5.5,3070,5,3,2,-37.7677,145.0085,475
4869,Northcote,h,S,Harrington,5.5,3070,2,1,1,-37.7799,145.011,475
4870,Northcote,u,VB,Woodards,5.5,3070,2,1,1,-37.7766,144.9988,475
4871,Northcote,h,S,McGrath,5.5,3070,2,1,1,-37.7627,144.9986,475
4872,Northcote,h,S,McGrath,5.5,3070,4,2,3,-37.7803,145.0063,475
4873,Northcote,h,SP,Nelson,5.5,3070,2,1,2,-37.7789,144.9952,475
4874,Northcote,h,S,Jellis,5.5,3070,2,1,1,-37.7665,144.9955,475
4875,Northcote,h,S,Nelson,5.5,3070,4,1,1,-37.7784,144.9959,475
4876,Northcote,h,PI,Jellis,5.5,3070,3,1,3,-37.7741,144.9971,475
4877,Northcote,u,SP,McGrath,5.5,3070,2,2,1,-37.7679,144.9994,475
4878,Northcote,h,SP,Jellis,5.5,3070,3,1,0,-37.7717,144.995,475
4879,Northcote,h,PI,Purplebricks,5.5,3070,2,1,2,-37.7634,144.9985,475
4880,Northcote,h,PI,Nelson,5.5,3070,5,2,0,-37.7751,145.0099,475
4881,Northcote,h,S,Jellis,5.5,3070,2,1,1,-37.7659,144.9903,475
4882,Northcote,h,S,Ray,5.5,3070,3,1,1,-37.7677,145.0142,475
4883,Northcote,h,S,Jellis,5.3,3070,3,1,0,-37.77664,144.99902,475
4884,Northcote,h,S,Ray,5.3,3070,3,2,0,-37.76788,144.98621,475
4885,Northcote,h,S,Nelson,5.3,3070,3,1,1,-37.76588,144.99731,475
4886,Northcote,h,S,Jellis,5.3,3070,4,1,2,-37.7631,144.99884,475
4887,Northcote,h,S,Nelson,5.3,3070,4,1,1,-37.76917,144.98606,475
4888,Northcote,h,S,Jellis,5.3,3070,3,1,1,-37.77432,144.99111,475
4889,Northcote,h,VB,Jellis,5.3,3070,4,2,1,-37.77171,144.99565,475
4890,Northcote,h,S,Ray,5.3,3070,4,2,2,-37.76898,144.9858,475
4891,Northcote,h,S,Nelson,5.3,3070,2,2,1,-37.76623,144.99318,475
4892,Northcote,h,VB,Nelson,5.3,3070,3,2,0,-37.76627,144.99345,475
4893,Northcote,h,VB,Woodards,5.3,3070,3,2,4,-37.77625,144.99572,475
4894,Northcote,h,VB,Jellis,5.3,3070,3,2,1,-37.77129,144.99508,475
4895,Northcote,h,S,Jellis,5.3,3070,4,3,2,-37.77004,145.0093,475
4896,Northcote,h,S,Jellis,5.3,3070,4,2,2,-37.77266,145.00876,475
4897,Northcote,h,S,Barry,5.3,3070,3,1,1,-37.7654,145.0112,475
4898,Northcote,h,VB,Nelson,5.3,3070,3,2,1,-37.7763,145.0033,475
4899,Northcote,h,SP,McGrath,5.3,3070,3,2,3,-37.7721,145.0006,475
4900,Northcote,h,PI,McGrath,5.3,3070,2,1,1,-37.774,145.0081,475
4901,Northcote,h,SP,McGrath,5.3,3070,3,2,1,-37.7696,145.0003,475
4902,Northcote,h,S,Jellis,5.3,3070,3,1,1,-37.77997,144.99876,475
4903,Northcote,h,S,McGrath,5.3,3070,2,1,1,-37.77396,145.0081,475
4904,Northcote,h,S,Nelson,5.3,3070,3,2,1,-37.77984,144.99786,475
4905,Northcote,h,VB,Jellis,5.3,3070,4,1,2,-37.77373,145.01414,475
4906,Northcote,h,SP,Jellis,5.3,3070,3,1,2,-37.77193,145.01048,475
4907,Northcote,h,S,Nelson,5.3,3070,2,1,1,-37.77018,144.99969,475
4908,Northcote,h,VB,McGrath,5.3,3070,3,1,1,-37.78323,145.00957,475
4909,Northcote,h,S,Jellis,5.3,3070,3,1,1,-37.78207,144.99348,475
4910,Northcote,h,VB,Nelson,5.3,3070,4,1,2,-37.77826,144.99994,475
4911,Oakleigh South,h,S,Buxton,14.7,3167,3,2,1,-37.9156,145.0879,418
4912,Oakleigh South,h,PI,Woodards,14.7,3167,4,2,2,-37.9244,145.0883,418
4913,Oakleigh South,h,S,Ray,14.7,3167,1,1,2,-37.9348,145.0836,418
4914,Oakleigh South,h,S,Ray,14.7,3167,5,2,2,-37.9366,145.0954,418
4915,Oakleigh South,h,S,Ray,14.7,3167,3,2,2,-37.9215,145.0925,418
4916,Oakleigh South,h,SP,Buxton,14.7,3167,4,2,1,-37.9361,145.0816,418
4917,Oakleigh South,h,S,hockingstuart,14.7,3167,3,1,2,-37.9377,145.0856,418
4918,Oakleigh South,h,S,Harcourts,14.7,3167,6,2,6,-37.9099,145.0875,418
4919,Oakleigh South,h,SP,Buxton,14.7,3167,2,1,1,-37.9191,145.0855,418
4920,Oakleigh South,h,S,Woodards,14.7,3167,3,1,2,-37.9196,145.0876,418
4921,Oakleigh South,h,S,Buxton,14.7,3167,3,1,1,-37.9178,145.0872,418
4922,Oakleigh South,h,S,Buxton,14.7,3167,3,1,2,-37.9303,145.082,418
4923,Oakleigh South,h,S,Ray,14.7,3167,3,2,2,-37.9213,145.0854,418
4924,Oakleigh South,h,SP,Greg,14.7,3167,4,2,2,-37.9413,145.0957,418
4925,Oakleigh South,h,S,Buxton,14.7,3167,4,2,2,-37.935,145.083,418
4926,Oakleigh South,h,S,Ray,14.7,3167,2,1,1,-37.9112,145.0873,418
4927,Oakleigh South,h,S,C21,14.7,3167,3,1,1,-37.918,145.085,418
4928,Oakleigh South,h,S,Buxton,14.7,3167,4,2,4,-37.9316,145.0821,418
4929,Oakleigh South,h,S,Woodards,14.7,3167,3,1,4,-37.9176,145.0839,418
4930,Oakleigh South,h,S,Buxton,15.5,3167,4,2,2,-37.93543,145.08408,418
4931,Oakleigh South,h,S,hockingstuart,15.5,3167,3,1,2,-37.91693,145.08739,418
4932,Oakleigh South,u,S,HAR,15.5,3167,4,2,2,-37.91121,145.09598,418
4933,Oakleigh South,u,SP,Ray,15.5,3167,2,1,1,-37.91061,145.0862,418
4934,Oakleigh South,h,S,Buxton,15.5,3167,4,2,2,-37.91917,145.08807,418
4935,Oakleigh South,h,S,Buxton,15.5,3167,3,1,2,-37.93409,145.08383,418
4936,Oakleigh South,h,S,Buxton,15.5,3167,4,2,2,-37.9212,145.09125,418
4937,Oakleigh South,h,PI,Woodards,15.5,3167,4,2,2,-37.91383,145.10332,418
4938,Oakleigh South,h,S,Buxton,15.5,3167,4,2,2,-37.93006,145.08143,418
4939,Oakleigh South,h,S,Domain,15.5,3167,3,1,2,-37.93761,145.08564,418
4940,Oakleigh South,h,S,Ray,15.5,3167,4,2,1,-37.94082,145.09671,418
4941,Oakleigh South,h,S,Buxton,15.5,3167,4,2,2,-37.9279,145.0849,418
4942,Oakleigh South,h,PI,Ray,15.5,3167,3,2,2,-37.9285,145.0842,418
4943,Parkville,h,S,Nelson,2.6,3052,4,2,2,-37.7767,144.9403,396
4944,Parkville,h,S,Collins,2.6,3052,2,1,1,-37.7939,144.9572,396
4945,Parkville,h,S,Collins,2.6,3052,2,2,1,-37.7928,144.9575,396
4946,Parkville,h,S,Nelson,2.6,3052,2,1,0,-37.7931,144.9565,396
4947,Parkville,h,S,Jellis,2.6,3052,4,1,0,-37.7944,144.9542,396
4948,Parkville,u,SP,Nelson,2.6,3052,1,1,1,-37.7829,144.9574,396
4949,Parkville,h,S,Collins,2.6,3052,4,2,1,-37.7934,144.9562,396
4950,Parkville,u,S,Nelson,2.6,3052,3,2,2,-37.7818,144.9576,396
4951,Parkville,h,S,Collins,2.6,3052,3,2,1,-37.7961,144.9538,396
4952,Parkville,u,S,Woodards,1.8,3052,3,2,1,-37.78212,144.95755,396
4953,Parkville,h,VB,Collins,1.8,3052,3,2,1,-37.7965,144.9543,396
4954,Pascoe Vale,h,S,Brad,9.9,3044,2,1,2,-37.734,144.9416,401
4955,Pascoe Vale,h,S,Nelson,9.9,3044,3,1,4,-37.7156,144.9429,401
4956,Pascoe Vale,h,S,Brad,9.9,3044,4,1,1,-37.7194,144.9307,401
4957,Pascoe Vale,h,S,Brad,9.9,3044,3,1,1,-37.7181,144.9422,401
4958,Pascoe Vale,u,S,Nelson,9.9,3044,3,1,1,-37.7234,144.9497,401
4959,Pascoe Vale,h,S,Nelson,9.9,3044,4,2,2,-37.731,144.9486,401
4960,Pascoe Vale,h,S,Nelson,9.9,3044,4,2,2,-37.7236,144.9347,401
4961,Pascoe Vale,h,S,Brad,9.9,3044,3,1,2,-37.7178,144.9422,401
4962,Pascoe Vale,u,S,Jellis,9.9,3044,3,1,1,-37.718,144.94,401
4963,Pascoe Vale,t,PI,Nelson,9.9,3044,2,1,1,-37.7269,144.9274,401
4964,Pascoe Vale,t,PI,Brad,9.9,3044,4,2,1,-37.7247,144.9257,401
4965,Pascoe Vale,h,SP,Brad,9.9,3044,3,1,1,-37.7153,144.9418,401
4966,Pascoe Vale,h,S,D'Aprano,9.9,3044,2,1,1,-37.7152,144.9349,401
4967,Pascoe Vale,u,S,hockingstuart,9.9,3044,2,1,1,-37.7291,144.9446,401
4968,Pascoe Vale,h,S,Raine,9.9,3044,3,1,1,-37.7177,144.9321,401
4969,Pascoe Vale,h,S,Raine,9.9,3044,2,1,2,-37.7204,144.9446,401
4970,Pascoe Vale,t,SP,hockingstuart,9.9,3044,2,1,1,-37.7311,144.9395,401
4971,Pascoe Vale,h,S,Brad,9.9,3044,2,1,1,-37.7338,144.9441,401
4972,Pascoe Vale,h,S,Brad,9.9,3044,3,1,1,-37.7269,144.9447,401
4973,Pascoe Vale,h,VB,Nelson,9.9,3044,5,2,2,-37.7328,144.9281,401
4974,Pascoe Vale,h,S,Brad,9.9,3044,3,1,1,-37.7273,144.9274,401
4975,Pascoe Vale,h,PI,Nelson,9.9,3044,3,1,2,-37.7337,144.9458,401
4976,Pascoe Vale,t,S,Brad,9.9,3044,3,3,1,-37.7271,144.9261,401
4977,Pascoe Vale,h,VB,Nelson,9.9,3044,4,2,1,-37.7207,144.9511,401
4978,Pascoe Vale,t,VB,Brad,9.9,3044,2,1,1,-37.7209,144.93,401
4979,Pascoe Vale,u,S,Brad,9.9,3044,2,1,1,-37.7315,144.9301,401
4980,Pascoe Vale,u,S,Nelson,9.9,3044,3,1,2,-37.7283,144.9331,401
4981,Pascoe Vale,h,SP,Nelson,9.9,3044,3,2,2,-37.7182,144.9405,401
4982,Pascoe Vale,h,PI,hockingstuart,9.9,3044,2,1,2,-37.717,144.9509,401
4983,Pascoe Vale,t,PI,Nelson,9.9,3044,3,2,2,-37.7223,144.9315,401
4984,Pascoe Vale,h,SP,Barry,9.9,3044,3,1,3,-37.7184,144.9488,401
4985,Pascoe Vale,h,SP,Brad,9.9,3044,3,1,3,-37.7231,144.9252,401
4986,Pascoe Vale,h,S,Nelson,9.9,3044,3,2,1,-37.7282,144.9462,401
4987,Pascoe Vale,t,S,Eview,9.9,3044,3,3,1,-37.7212,144.9326,401
4988,Pascoe Vale,t,S,D'Aprano,9.9,3044,2,1,1,-37.7282,144.928,401
4989,Pascoe Vale,h,SP,hockingstuart,9.9,3044,3,2,2,-37.7174,144.941,401
4990,Pascoe Vale,h,SP,hockingstuart,9.9,3044,4,2,2,-37.7319,144.9461,401
4991,Pascoe Vale,t,VB,Trimson,9.9,3044,3,2,1,-37.7152,144.9346,401
4992,Pascoe Vale,h,PI,Nelson,9.9,3044,4,2,2,-37.7256,144.9383,401
4993,Pascoe Vale,h,S,Brad,9.9,3044,2,1,1,-37.7196,144.9485,401
4994,Pascoe Vale,t,S,Nelson,9.9,3044,2,1,2,-37.7242,144.9411,401
4995,Pascoe Vale,t,S,Ray,9.9,3044,2,1,1,-37.7186,144.9306,401
4996,Pascoe Vale,u,SP,Brad,9.9,3044,3,2,2,-37.7266,144.9496,401
4997,Pascoe Vale,t,VB,Brad,9.9,3044,2,1,1,-37.7233,144.9507,401
4998,Pascoe Vale,h,PI,Re,9.9,3044,3,1,4,-37.7156,144.943,401
4999,Pascoe Vale,h,S,Nelson,9.9,3044,3,1,1,-37.7211,144.9508,401
5000,Pascoe Vale,h,S,hockingstuart,9.9,3044,3,1,2,-37.7253,144.938,401
5001,Pascoe Vale,h,SP,Ray,9.9,3044,4,2,2,-37.7268,144.9401,401
5002,Pascoe Vale,h,S,hockingstuart,9.9,3044,3,1,1,-37.721,144.9514,401
5003,Pascoe Vale,t,SP,New,9.9,3044,4,2,2,-37.7231,144.9482,401
5004,Pascoe Vale,h,S,Nelson,9.9,3044,3,2,2,-37.7283,144.9356,401
5005,Pascoe Vale,h,S,Nelson,9.9,3044,3,1,2,-37.7286,144.9456,401
5006,Pascoe Vale,t,VB,hockingstuart,9.9,3044,3,2,1,-37.7231,144.9373,401
5007,Pascoe Vale,h,S,Barry,9.9,3044,2,1,1,-37.7304,144.9496,401
5008,Pascoe Vale,h,S,Considine,9.9,3044,2,1,1,-37.7261,144.9336,401
5009,Pascoe Vale,h,S,Brad,9.9,3044,3,1,1,-37.7187,144.9514,401
5010,Pascoe Vale,u,S,Brad,9.9,3044,1,1,1,-37.7152,144.9402,401
5011,Pascoe Vale,h,S,Brad,9.9,3044,3,2,2,-37.7258,144.9347,401
5012,Pascoe Vale,h,SP,Nelson,9.9,3044,4,1,2,-37.7346,144.9456,401
5013,Pascoe Vale,h,VB,hockingstuart,9.9,3044,3,1,2,-37.7168,144.9329,401
5014,Pascoe Vale,h,SP,Ray,9.9,3044,3,1,1,-37.7215,144.951,401
5015,Pascoe Vale,h,S,Nelson,9.9,3044,3,2,2,-37.7215,144.9251,401
5016,Pascoe Vale,h,S,Nelson,9.9,3044,2,1,1,-37.7306,144.9357,401
5017,Pascoe Vale,h,S,Nelson,9.9,3044,4,1,1,-37.7278,144.9463,401
5018,Pascoe Vale,h,S,Nelson,9.9,3044,4,1,2,-37.7195,144.9456,401
5019,Pascoe Vale,h,S,YPA,9.9,3044,3,1,1,-37.7243,144.9473,401
5020,Pascoe Vale,h,S,hockingstuart,9.9,3044,3,1,2,-37.7242,144.9424,401
5021,Pascoe Vale,u,S,hockingstuart,9.9,3044,2,1,1,-37.7216,144.9292,401
5022,Pascoe Vale,t,S,Nelson,9.9,3044,3,2,1,-37.7177,144.9328,401
5023,Pascoe Vale,t,S,Brad,9.9,3044,2,1,1,-37.7324,144.9377,401
5024,Pascoe Vale,h,S,Nelson,9.9,3044,5,2,2,-37.7328,144.9281,401
5025,Pascoe Vale,h,S,Jellis,8.5,3044,5,3,3,-37.72565,144.94954,401
5026,Pascoe Vale,h,VB,Brad,8.5,3044,4,2,3,-37.71561,144.94336,401
5027,Pascoe Vale,h,S,Nelson,8.5,3044,3,2,4,-37.73072,144.94829,401
5028,Pascoe Vale,h,S,Brad,8.5,3044,2,1,1,-37.71949,144.94283,401
5029,Pascoe Vale,h,S,Nelson,8.5,3044,3,1,2,-37.72803,144.94624,401
5030,Pascoe Vale,u,S,Nelson,8.5,3044,3,1,0,-37.71798,144.93965,401
5031,Pascoe Vale,h,S,Nelson,8.5,3044,2,1,1,-37.72436,144.94855,401
5032,Pascoe Vale,h,S,Nelson,8.5,3044,3,2,1,-37.72623,144.94521,401
5033,Pascoe Vale,t,S,Nelson,8.5,3044,3,2,1,-37.72882,144.93301,401
5034,Pascoe Vale,u,S,Brad,8.5,3044,1,1,1,-37.7237,144.92232,401
5035,Pascoe Vale,u,S,Brad,8.5,3044,1,1,1,-37.7237,144.92232,401
5036,Pascoe Vale,h,S,Brad,8.5,3044,3,2,2,-37.72034,144.93788,401
5037,Pascoe Vale,t,PI,Nelson,8.5,3044,2,1,1,-37.71865,144.95018,401
5038,Pascoe Vale,u,SP,Rendina,8.5,3044,2,1,1,-37.72219,144.92559,401
5039,Pascoe Vale,u,S,Nelson,8.5,3044,2,1,1,-37.72773,144.92628,401
5040,Pascoe Vale,h,SP,hockingstuart,8.5,3044,3,1,1,-37.7327,144.92966,401
5041,Pascoe Vale,t,S,Brad,8.5,3044,3,2,2,-37.72304,144.92864,401
5042,Pascoe Vale,h,VB,Nelson,8.5,3044,3,1,1,-37.71594,144.92986,401
5043,Pascoe Vale,h,S,Nelson,8.5,3044,3,1,1,-37.72208,144.93714,401
5044,Pascoe Vale,t,S,Nelson,8.5,3044,2,1,1,-37.7249,144.9474,401
5045,Pascoe Vale,h,S,Eview,8.5,3044,4,2,4,-37.73058,144.9353,401
5046,Pascoe Vale,t,S,Brad,8.5,3044,3,2,2,-37.71725,144.94551,401
5047,Pascoe Vale,t,VB,Nelson,8.5,3044,3,3,2,-37.73009,144.93068,401
5048,Pascoe Vale,h,S,Brad,8.5,3044,3,1,1,-37.72332,144.92673,401
5049,Pascoe Vale,h,PI,Nelson,8.5,3044,3,2,1,-37.726,144.947,401
5050,Pascoe Vale,t,S,Nelson,8.5,3044,3,2,2,-37.71907,144.93828,401
5051,Pascoe Vale,h,S,Nelson,8.5,3044,4,2,2,-37.73425,144.94819,401
5052,Pascoe Vale,h,S,Brad,8.5,3044,3,2,2,-37.72616,144.94449,401
5053,Pascoe Vale,t,VB,Nelson,8.5,3044,4,2,1,-37.7302,144.92928,401
5054,Pascoe Vale,h,S,McGrath,8.5,3044,3,2,2,-37.72521,144.93482,401
5055,Pascoe Vale,h,S,Barry,8.5,3044,3,1,2,-37.71734,144.94268,401
5056,Pascoe Vale,h,SP,Jellis,8.5,3044,4,2,2,-37.72196,144.93017,401
5057,Pascoe Vale,h,VB,Brad,8.5,3044,4,2,2,-37.73344,144.94372,401
5058,Pascoe Vale,h,S,Nelson,8.5,3044,4,1,1,-37.72644,144.9445,401
5059,Port Melbourne,h,S,Marshall,3.8,3207,3,2,1,-37.8359,144.9342,540
5060,Port Melbourne,h,S,Marshall,3.8,3207,3,1,0,-37.8385,144.9409,540
5061,Port Melbourne,u,SP,Wilson,3.8,3207,3,2,2,-37.841,144.9379,540
5062,Port Melbourne,h,S,Greg,3.8,3207,3,2,0,-37.8381,144.9391,540
5063,Port Melbourne,h,S,Cayzer,3.8,3207,4,2,3,-37.8349,144.9266,540
5064,Port Melbourne,u,S,Buxton,3.8,3207,2,1,1,-37.8408,144.94,540
5065,Port Melbourne,h,S,Marshall,3.8,3207,4,3,1,-37.8371,144.921,540
5066,Port Melbourne,h,S,Marshall,3.8,3207,3,2,2,-37.8395,144.9343,540
5067,Port Melbourne,h,S,Marshall,3.8,3207,2,2,0,-37.8327,144.9474,540
5068,Port Melbourne,h,S,Marshall,3.8,3207,3,1,0,-37.8382,144.9469,540
5069,Port Melbourne,u,VB,Cayzer,3.8,3207,2,2,2,-37.8431,144.9403,540
5070,Port Melbourne,u,VB,Greg,3.8,3207,2,1,1,-37.8424,144.9449,540
5071,Port Melbourne,h,S,Chisholm,3.8,3207,3,2,2,-37.8375,144.941,540
5072,Port Melbourne,u,S,Greg,3.8,3207,1,1,1,-37.8416,144.939,540
5073,Port Melbourne,u,S,Cayzer,3.8,3207,2,2,1,-37.8416,144.9381,540
5074,Port Melbourne,u,VB,Marshall,3.8,3207,2,2,1,-37.8404,144.9391,540
5075,Port Melbourne,u,SP,Cayzer,3.8,3207,2,2,1,-37.8392,144.9257,540
5076,Port Melbourne,h,S,Marshall,3.8,3207,2,2,1,-37.8351,144.9441,540
5077,Port Melbourne,h,VB,Marshall,3.8,3207,2,1,1,-37.8357,144.9376,540
5078,Port Melbourne,h,S,Marshall,3.8,3207,4,2,1,-37.8331,144.9412,540
5079,Port Melbourne,u,S,Biggin,3.8,3207,2,2,1,-37.8392,144.9421,540
5080,Port Melbourne,h,S,RT,3.8,3207,2,1,1,-37.8395,144.9462,540
5081,Port Melbourne,h,S,Greg,3.8,3207,3,2,2,-37.8346,144.9448,540
5082,Port Melbourne,h,S,hockingstuart,3.8,3207,2,1,0,-37.8346,144.9373,540
5083,Port Melbourne,u,S,Kay,3.8,3207,2,2,2,-37.8392,144.9257,540
5084,Port Melbourne,h,S,Cayzer,3.8,3207,2,1,0,-37.8393,144.9386,540
5085,Port Melbourne,h,S,Greg,3.8,3207,2,1,2,-37.8359,144.9358,540
5086,Port Melbourne,h,S,Scott,3.8,3207,2,1,0,-37.8338,144.9474,540
5087,Port Melbourne,h,S,Chisholm,3.8,3207,2,1,0,-37.8322,144.947,540
5088,Port Melbourne,u,SP,Cayzer,3.8,3207,2,1,1,-37.8407,144.9389,540
5089,Port Melbourne,h,S,Frank,3.8,3207,3,2,1,-37.8381,144.9329,540
5090,Port Melbourne,h,SP,Cayzer,3.8,3207,2,1,0,-37.8356,144.9439,540
5091,Port Melbourne,h,S,hockingstuart,3.8,3207,5,1,2,-37.8407,144.9424,540
5092,Port Melbourne,h,S,Greg,3.8,3207,3,2,1,-37.8353,144.9442,540
5093,Port Melbourne,h,S,RT,3.8,3207,3,1,0,-37.8332,144.945,540
5094,Port Melbourne,h,S,Biggin,3.8,3207,3,2,1,-37.8382,144.9272,540
5095,Port Melbourne,h,S,Marshall,3.8,3207,2,1,0,-37.8361,144.9403,540
5096,Port Melbourne,h,S,Marshall,3.8,3207,3,1,0,-37.8348,144.9443,540
5097,Port Melbourne,u,S,Cayzer,3.8,3207,2,1,1,-37.8416,144.939,540
5098,Port Melbourne,u,SP,Jellis,3.8,3207,1,1,1,-37.8405,144.9385,540
5099,Port Melbourne,u,S,hockingstuart,3.8,3207,1,1,1,-37.8407,144.9389,540
5100,Port Melbourne,u,SP,LITTLE,3.8,3207,1,1,1,-37.8436,144.944,540
5101,Port Melbourne,u,VB,RT,3.8,3207,2,1,1,-37.8398,144.9404,540
5102,Port Melbourne,u,S,Biggin,3.8,3207,2,1,1,-37.8424,144.9449,540
5103,Port Melbourne,h,S,Marshall,3.8,3207,2,1,1,-37.8346,144.9453,540
5104,Port Melbourne,h,PI,Marshall,3.8,3207,3,2,1,-37.8363,144.9336,540
5105,Port Melbourne,u,S,Marshall,3.8,3207,1,1,1,-37.8443,144.9437,540
5106,Port Melbourne,u,S,Marshall,3.8,3207,3,2,2,-37.8405,144.9319,540
5107,Port Melbourne,h,S,Greg,3.8,3207,3,2,2,-37.8341,144.9458,540
5108,Port Melbourne,t,PI,Frank,3.8,3207,3,2,2,-37.8317,144.9446,540
5109,Port Melbourne,h,S,hockingstuart,3.8,3207,3,1,1,-37.8371,144.939,540
5110,Port Melbourne,u,S,Chisholm,3.8,3207,2,1,1,-37.8424,144.9449,540
5111,Port Melbourne,u,VB,Greg,3.8,3207,1,1,1,-37.8392,144.9421,540
5112,Port Melbourne,u,S,Marshall,3.8,3207,2,1,2,-37.8426,144.9398,540
5113,Port Melbourne,h,S,Marshall,3.8,3207,3,1,0,-37.8373,144.9397,540
5114,Port Melbourne,h,S,Biggin,3.8,3207,3,1,2,-37.8401,144.943,540
5115,Port Melbourne,h,S,Marshall,3.8,3207,3,3,0,-37.8368,144.9463,540
5116,Port Melbourne,u,VB,Buxton,3.8,3207,2,1,1,-37.8415,144.9412,540
5117,Port Melbourne,h,S,Greg,3.8,3207,2,2,1,-37.84,144.939,540
5118,Port Melbourne,h,S,Greg,3.8,3207,3,2,2,-37.8323,144.9463,540
5119,Port Melbourne,u,S,Biggin,3.8,3207,2,1,1,-37.841,144.9386,540
5120,Port Melbourne,h,S,Marshall,3.8,3207,4,3,2,-37.8346,144.9358,540
5121,Port Melbourne,u,VB,hockingstuart,3.8,3207,2,1,1,-37.8443,144.9442,540
5122,Port Melbourne,u,S,Buxton,3.8,3207,2,2,2,-37.8424,144.9449,540
5123,Port Melbourne,h,VB,Lucas,3.5,3207,4,3,2,-37.83933,144.93771,540
5124,Port Melbourne,u,PI,Marshall,3.5,3207,3,2,2,-37.8429,144.94487,540
5125,Port Melbourne,u,SP,Cayzer,3.5,3207,2,2,1,-37.84096,144.93791,540
5126,Port Melbourne,t,S,Marshall,3.5,3207,3,2,2,-37.83165,144.94411,540
5127,Port Melbourne,u,S,Greg,3.5,3207,3,1,2,-37.84426,144.94415,540
5128,Port Melbourne,h,S,Cayzer,3.5,3207,2,1,0,-37.83661,144.93359,540
5129,Port Melbourne,u,S,Chisholm,3.5,3207,2,2,1,-37.84158,144.93809,540
5130,Port Melbourne,h,S,Marshall,3.5,3207,2,1,0,-37.83446,144.94021,540
5131,Port Melbourne,h,S,Greg,3.5,3207,3,3,2,-37.83981,144.9364,540
5132,Port Melbourne,h,S,Cayzer,3.5,3207,3,1,0,-37.83509,144.94286,540
